User Meteorological Data File (Don't Rewrite!!),,,,,,,,,,,,,,,,,,,,
(Your comment here!),,,,,,,,,,,,,,,,,,,,
Location,Latitude,Longitude,Albedo-JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Measured-Wind-Velocity-Height(m),,,,,
2000,1,6,6,13,:,0,0,12.8,1.3,964,45,9,3.1,0,95,0,,,,
2000,1,6,6,14,:,0,0,11.7,2,941,17,15,3.6,0,87,0,,,,
2000,1,6,6,15,:,0,0,11.7,1.7,837,0,15,3.1,0,84,0,,,,
2000,1,6,6,16,:,0,0,10,2.4,599,4,1,3.6,0,68,0,,,,
2000,1,6,6,17,:,0,0,5,2.8,89,14,3,3.1,0,62,0,,,,
2000,1,6,6,18,:,0,0,4.4,2.4,0,0,7,3.1,0,63,0,,,,
2000,1,6,6,19,:,0,0,1.7,2.3,0,0,13,4.6,0,62,0,,,,
2000,1,6,6,20,:,0,0,2.2,2.3,0,0,13,2.1,0,62,0,,,,
2000,1,6,6,21,:,0,0,2.8,2,0,0,12,3.1,0,66,0,,,,
2000,1,6,6,22,:,0,0,0,2.3,0,0,13,3.1,0,68,0,,,,
2000,1,6,6,23,:,0,0,1.1,2,0,0,16,5.7,0,75,0,,,,
2000,1,7,7,0,:,0,0,4.4,1.4,0,0,2,4.6,0,82,0,,,,
2000,1,7,7,1,:,0,0,0.6,1.6,0,0,12,2.6,0,69,0,,,,
2000,1,7,7,2,:,0,0,-0.6,1.9,0,0,10,5.1,0,59,0,,,,
2000,1,7,7,3,:,0,0,-1.1,1.7,0,0,9,5.1,0,63,0,,,,
2000,1,7,7,4,:,0,0,-2.8,1.8,0,0,9,5.1,0,60,0,,,,
2000,1,7,7,5,:,0,0,-2.2,1.7,0,0,9,3.6,0,55,0,,,,
2000,1,7,7,6,:,0,0,-2.2,1.9,0,0,9,6.2,0,56,0,,,,
2000,1,7,7,7,:,0,0,-2.2,1.9,0,0,9,7.2,0,56,0,,,,
2000,1,7,7,8,:,0,0,-1.1,2,0,24,9,7.2,0,63,0,,,,
2000,1,7,7,9,:,0,0,0.6,1.9,691,114,1,6.2,0,74,0,,,,
2000,1,7,7,10,:,0,0,4.4,2.1,860,114,6,4.6,0,78,0,,,,
2000,1,7,7,11,:,0,0,6.7,1.9,936,95,4,4.6,0,83,0,,,,
2000,1,7,7,12,:,0,0,6.7,2.1,966,69,16,3.1,0,81,0,,,,
2000,1,7,7,13,:,0,0,6.7,1.7,964,46,1,5.7,0,84,0,,,,
2000,1,7,7,14,:,0,0,7.8,1.7,943,16,1,6.7,0,84,0,,,,
2000,1,7,7,15,:,0,0,7.2,1.8,864,0,1,5.1,0,83,0,,,,
2000,1,7,7,16,:,0,0,6.1,2,693,0,1,3.1,0,81,0,,,,
2000,1,7,7,17,:,0,0,4.4,2.1,129,11,3,2.1,0,73,0,,,,
2000,1,7,7,18,:,0,0,1.7,2.5,0,0,4,2.1,0,69,0,,,,
2000,1,7,7,19,:,0,0,0,2.5,0,0,8,3.6,0,67,0,,,,
2000,1,7,7,20,:,0,0,-1.1,2.3,0,0,9,5.7,0,71,0,,,,
2000,1,7,7,21,:,0,0,-2.2,2.2,0,0,8,4.6,0,71,0,,,,
2000,1,7,7,22,:,0,0,-3.3,2,0,0,9,6.2,0,66,0,,,,
2000,1,7,7,23,:,0,0,-3.3,1.8,0,0,9,4.6,0,71,0,,,,
2000,1,8,1,0,:,0,0,-3.9,1.8,0,0,9,5.1,0,71,0,,,,
2000,1,8,1,1,:,0,0,-3.9,1.8,0,0,9,3.6,0,71,0,,,,
2000,1,8,1,2,:,0,0,-3.9,1.7,0,0,9,2.1,0,62,0,,,,
2000,1,8,1,3,:,0,0,-4.4,1.8,0,0,8,2.6,0,59,0,,,,
2000,1,8,1,4,:,0,0,-3.3,1.8,0,0,9,4.1,0,58,0,,,,
2000,1,8,1,5,:,0,0,-2.2,1.7,0,0,10,4.1,0,55,0,,,,
2000,1,8,1,6,:,0,0,-2.8,1.8,0,0,9,4.1,0,62,0,,,,
2000,1,8,1,7,:,0,0,-3.3,1.8,0,0,8,3.6,0,58,0,,,,
2000,1,8,1,8,:,0,0,-2.8,1.8,0,23,9,5.7,0,56,0,,,,
2000,1,8,1,9,:,0,0,-0.6,2,561,108,2,3.6,0,59,0,,,,
2000,1,8,1,10,:,0,0,1.1,2.2,794,105,1,3.6,0,61,0,,,,
2000,1,8,1,11,:,0,0,2.8,2,912,93,14,3.6,0,72,0,,,,
2000,1,8,1,12,:,0,0,5,2.3,966,70,1,3.1,0,78,0,,,,
2000,1,8,1,13,:,0,0,5.6,2,965,46,10,2.6,0,80,0,,,,
2000,1,8,1,14,:,0,0,6.1,1.9,944,16,13,3.1,0,81,0,,,,
2000,1,8,1,15,:,0,0,7.8,2,866,0,14,3.1,0,82,0,,,,
2000,1,8,1,16,:,0,0,6.1,1.7,697,0,14,2.6,0,82,0,,,,
2000,1,8,1,17,:,0,0,4.4,2.1,161,9,14,1.5,0,78,0,,,,
2000,1,8,1,18,:,0,0,2.8,2.3,0,0,5,3.6,0,76,0,,,,
2000,1,8,1,19,:,0,0,0.6,2,0,0,8,2.1,0,74,0,,,,
2000,1,8,1,20,:,0,0,-0.6,2.2,0,0,9,3.1,0,72,0,,,,
2000,1,8,1,21,:,0,0,-2.2,2.5,0,0,8,4.6,0,70,0,,,,
2000,1,8,1,22,:,0,0,-3.3,1.9,0,0,9,3.6,0,71,0,,,,
2000,1,8,1,23,:,0,0,-4.4,1.8,0,0,9,2.6,0,70,0,,,,
2000,1,9,2,0,:,0,0,-4.4,1.8,0,0,9,5.7,0,70,0,,,,
2000,1,9,2,1,:,0,0,-5,1.8,0,0,8,5.7,0,70,0,,,,
2000,1,9,2,2,:,0,0,-4.4,1.8,0,0,8,4.6,0,71,0,,,,
2000,1,9,2,3,:,0,0,-5,1.8,0,0,8,6.2,0,70,0,,,,
2000,1,9,2,4,:,0,0,-3.9,1.4,0,0,8,6.2,0,73,0,,,,
2000,1,9,2,5,:,0,0,-3.9,1.4,0,0,9,6.7,0,73,0,,,,
2000,1,9,2,6,:,0,0,-3.9,1.5,0,0,9,6.2,0,73,0,,,,
2000,1,9,2,7,:,0,0,-2.8,1.3,0,0,9,6.2,0,75,0,,,,
2000,1,9,2,8,:,0,0,-3.3,1.4,0,29,8,7.2,0,74,0,,,,
2000,1,9,2,9,:,0,0,1.1,1.5,699,116,10,5.1,0,78,0,,,,
2000,1,9,2,10,:,0,0,5,1.3,864,115,9,7.2,0,84,0,,,,
2000,1,9,2,11,:,0,0,7.8,1.1,913,93,9,5.7,0,85,0,,,,
2000,1,9,2,12,:,0,0,10.6,1.1,926,66,9,4.1,0,84,0,,,,
2000,1,9,2,13,:,0,0,12.2,1.5,933,39,1,2.6,0,82,0,,,,
2000,1,9,2,14,:,0,0,11.7,1.4,902,15,1,4.6,0,82,0,,,,
2000,1,9,2,15,:,0,0,12.2,1.5,845,0,16,3.6,0,86,0,,,,
2000,1,9,2,16,:,0,0,8.3,2.5,683,0,16,3.1,0,76,0,,,,
2000,1,9,2,17,:,0,0,6.1,2.4,141,11,5,2.1,0,70,0,,,,
2000,1,9,2,18,:,0,0,3.9,2.3,0,0,6,2.1,0,71,0,,,,
2000,1,9,2,19,:,0,0,2.2,2.6,0,0,6,3.1,0,74,0,,,,
2000,1,9,2,20,:,0,0,1.7,2.5,0,0,8,6.2,0,74,0,,,,
2000,1,9,2,21,:,0,0,0.6,2.2,0,0,13,2.6,0,73,0,,,,
2000,1,9,2,22,:,0,0,0,2.3,0,0,8,6.7,0,73,0,,,,
2000,1,9,2,23,:,0,0,0,2.3,0,0,8,6.7,0,73,0,,,,
2000,1,10,3,0,:,0,0,0,2,0,0,9,7.2,0,75,0,,,,
2000,1,10,3,1,:,0,0,2.8,1.7,0,0,9,8.2,0,79,0,,,,
2000,1,10,3,2,:,0,0,2.8,1.6,0,0,9,7.7,0,80,0,,,,
2000,1,10,3,3,:,0,0,4.4,1.3,0,0,8,7.7,0,83,0,,,,
2000,1,10,3,4,:,0,0,4.4,1.3,0,0,8,7.7,0,83,0,,,,
2000,1,10,3,5,:,0,0,2.8,1.4,0,0,9,8.8,0,81,0,,,,
2000,1,10,3,6,:,0,0,1.7,1.4,0,0,9,5.1,0,80,0,,,,
2000,1,10,3,7,:,0,0,1.7,1.4,0,0,9,6.7,0,70,0,,,,
2000,1,10,3,8,:,0,0,2.2,1.4,0,29,9,7.7,0,70,0,,,,
2000,1,10,3,9,:,0,0,5.6,1.4,612,112,9,5.7,0,71,0,,,,
2000,1,10,3,10,:,0,0,8.3,1.7,759,107,9,7.2,0,69,0,,,,
2000,1,10,3,11,:,0,0,11.7,1.7,841,85,8,5.7,0,72,0,,,,
2000,1,10,3,12,:,0,0,14.4,1.7,896,63,8,4.1,0,78,0,,,,
2000,1,10,3,13,:,0,0,15.6,2,902,37,9,3.6,0,77,0,,,,
2000,1,10,3,14,:,0,0,14.4,2.2,873,13,14,3.1,0,74,0,,,,
2000,1,10,3,15,:,0,0,16.1,1.8,803,0,1,3.6,0,78,0,,,,
2000,1,10,3,16,:,0,0,10.6,3.2,647,0,16,4.1,0,69,0,,,,
2000,1,10,3,17,:,0,0,9.4,3,153,11,2,3.6,0,70,0,,,,
2000,1,10,3,18,:,0,0,5,2.6,0,0,4,2.1,0,67,0,,,,
2000,1,10,3,19,:,0,0,2.8,2.7,0,0,9,2.1,0,65,0,,,,
2000,1,10,3,20,:,0,0,2.2,2.7,0,0,11,4.1,0,65,0,,,,
2000,1,10,3,21,:,0,0,1.1,2.8,0,0,9,4.1,0,67,0,,,,
2000,1,10,3,22,:,0,0,0,2.7,0,0,9,3.6,0,71,0,,,,
2000,1,10,3,23,:,0,0,0,2.5,0,0,9,4.6,0,72,0,,,,
2000,1,11,4,0,:,0,0,0,2.3,0,0,9,5.1,0,73,0,,,,
2000,1,11,4,1,:,0,0,0,2.3,0,0,9,4.6,0,68,0,,,,
2000,1,11,4,2,:,0,0,0,2,0,0,10,3.6,0,66,0,,,,
2000,1,11,4,3,:,0,0,-1.1,2.3,0,0,9,4.1,0,60,0,,,,
2000,1,11,4,4,:,0,0,1.1,2.1,0,0,9,4.6,0,58,0,,,,
2000,1,11,4,5,:,0,0,2.2,1.8,0,0,9,4.6,0,39,0,,,,
2000,1,11,4,6,:,0,0,2.2,1.9,0,0,6,3.6,0,38,0,,,,
2000,1,11,4,7,:,0,0,2.8,2.1,0,0,8,5.1,0,38,0,,,,
2000,1,11,4,8,:,0,0,2.8,2.4,0,12,8,5.1,0,36,0,,,,
2000,1,11,4,9,:,0,0,5.6,1.7,9,69,8,5.1,0,41,0,,,,
2000,1,11,4,10,:,0,0,6.1,1.5,19,120,9,5.7,0,44,0,,,,
2000,1,11,4,11,:,0,0,7.8,1.6,24,156,8,5.1,0,44,0,,,,
2000,1,11,4,12,:,0,0,12.8,1.7,808,66,8,5.1,0,70,0,,,,
2000,1,11,4,13,:,0,0,15.6,1.9,904,36,8,3.1,0,78,0,,,,
2000,1,11,4,14,:,0,0,15,1.4,906,13,3,4.1,0,87,0,,,,
2000,1,11,4,15,:,0,0,15,1.4,835,0,4,4.1,0,87,0,,,,
2000,1,11,4,16,:,0,0,13.9,1.7,710,0,4,4.6,0,92,0,,,,
2000,1,11,4,17,:,0,0,8.9,3.2,191,8,16,5.1,0,79,0,,,,
2000,1,11,4,18,:,0,0,5.6,2.9,0,0,1,3.1,0,76,0,,,,
2000,1,11,4,19,:,0,0,4.4,2.6,0,0,2,3.1,0,75,0,,,,
2000,1,11,4,20,:,0,0,3.9,2.3,0,0,4,2.6,0,76,0,,,,
2000,1,11,4,21,:,0,0,1.7,2.3,0,0,8,4.1,0,74,0,,,,
2000,1,11,4,22,:,0,0,0.6,2.7,0,0,9,5.7,0,71,0,,,,
2000,1,11,4,23,:,0,0,-0.6,2.5,0,0,9,5.7,0,71,0,,,,
2000,1,12,5,0,:,0,0,0,2.5,0,0,9,4.6,0,72,0,,,,
2000,1,12,5,1,:,0,0,0.6,2.5,0,0,9,6.7,0,72,0,,,,
2000,1,12,5,2,:,0,0,0,2.3,0,0,9,5.7,0,73,0,,,,
2000,1,12,5,3,:,0,0,-0.6,2,0,0,9,4.1,0,73,0,,,,
2000,1,12,5,4,:,0,0,-0.6,2,0,0,8,5.1,0,73,0,,,,
2000,1,12,5,5,:,0,0,-0.6,1.9,0,0,9,6.7,0,74,0,,,,
2000,1,12,5,6,:,0,0,-0.6,1.9,0,0,9,6.2,0,74,0,,,,
2000,1,12,5,7,:,0,0,-2.2,1.9,0,0,9,3.6,0,72,0,,,,
2000,1,12,5,8,:,0,0,-1.1,2.1,0,34,8,2.6,0,72,0,,,,
2000,1,12,5,9,:,0,0,2.8,2.3,713,120,8,2.6,0,76,0,,,,
2000,1,12,5,10,:,0,0,5.6,1.8,850,115,8,4.1,0,76,0,,,,
2000,1,12,5,11,:,0,0,9.4,2.1,920,95,9,3.6,0,78,0,,,,
2000,1,12,5,12,:,0,0,10,1.9,948,68,7,2.1,0,80,0,,,,
2000,1,12,5,13,:,0,0,12.2,2.3,955,40,2,2.1,0,81,0,,,,
2000,1,12,5,14,:,0,0,12.2,1.8,925,14,2,2.1,0,84,0,,,,
2000,1,12,5,15,:,0,0,13.3,2.1,853,0,1,3.1,0,84,0,,,,
2000,1,12,5,16,:,0,0,11.7,2,715,0,1,3.1,0,87,0,,,,
2000,1,12,5,17,:,0,0,8.9,2.3,236,3,1,4.6,0,83,0,,,,
2000,1,12,5,18,:,0,0,4.4,2.8,0,0,1,3.1,0,74,0,,,,
2000,1,12,5,19,:,0,0,2.2,2.9,0,0,9,2.6,0,73,0,,,,
2000,1,12,5,20,:,0,0,1.7,2.8,0,0,9,5.1,0,72,0,,,,
2000,1,12,5,21,:,0,0,1.1,2.6,0,0,9,5.1,0,73,0,,,,
2000,1,12,5,22,:,0,0,0,2.5,0,0,9,5.7,0,72,0,,,,
2000,1,12,5,23,:,0,0,-0.6,2.5,0,0,9,6.2,0,71,0,,,,
2000,1,13,6,0,:,0,0,-0.6,2.4,0,0,9,6.2,0,72,0,,,,
2000,1,13,6,1,:,0,0,0.6,2,0,0,9,6.7,0,74,0,,,,
2000,1,13,6,2,:,0,0,0.6,2,0,0,8,6.7,0,74,0,,,,
2000,1,13,6,3,:,0,0,1.1,1.9,0,0,8,6.2,0,76,0,,,,
2000,1,13,6,4,:,0,0,1.1,1.5,0,0,8,7.2,0,78,0,,,,
2000,1,13,6,5,:,0,0,1.1,1.5,0,0,9,6.7,0,78,0,,,,
2000,1,13,6,6,:,0,0,1.1,1.5,0,0,8,7.7,0,78,0,,,,
2000,1,13,6,7,:,0,0,0.6,1.4,0,0,9,5.7,0,70,0,,,,
